cell	artifact_annotation	outlier	region	instance	area	eccentricity	major_axis_length	minor_axis_length	perimeter	centroid_y	centroid_x	convex_area	equivalent_diameter	major_minor_axis_ratio	perim_square_over_area	major_axis_equiv_diam_ratio	convex_hull_resid	centroid_dif	area_nucleus	eccentricity_nucleus	major_axis_length_nucleus	minor_axis_length_nucleus	perimeter_nucleus	centroid-0_nucleus	centroid-1_nucleus	convex_area_nucleus	equivalent_diameter_nucleus	major_minor_axis_ratio_nucleus	perim_square_over_area_nucleus	major_axis_equiv_diam_ratio_nucleus	convex_hull_resid_nucleus	centroid_dif_nucleus	nucleus	region_annotation	distance_to_lumen	segmentation_mask_immune	segmentation_mask_RBC	segmentation_mask_expanded_nucleus	original_segmentation_mask	ilastik_user_label_CD15	ilastik_predicted_class_CD15	ilastik_probability_pos_CD15	ilastik_probability_neg_CD15	ilastik_user_label_CD162	ilastik_predicted_class_CD162	ilastik_probability_pos_CD162	ilastik_probability_neg_CD162	ilastik_user_label_CD2	ilastik_predicted_class_CD2	ilastik_probability_pos_CD2	ilastik_probability_neg_CD2	ilastik_user_label_CD43	ilastik_predicted_class_CD43	ilastik_probability_pos_CD43	ilastik_probability_neg_CD43	ilastik_user_label_CD45RA	ilastik_predicted_class_CD45RA	ilastik_probability_pos_CD45RA	ilastik_probability_neg_CD45RA	ilastik_user_label_CD45RB	ilastik_predicted_class_CD45RB	ilastik_probability_pos_CD45RB	ilastik_probability_neg_CD45RB	ilastik_user_label_CD45	ilastik_predicted_class_CD45	ilastik_probability_pos_CD45	ilastik_probability_neg_CD45	ilastik_user_label_CD57	ilastik_predicted_class_CD57	ilastik_probability_pos_CD57	ilastik_probability_neg_CD57	ilastik_user_label_CD66b	ilastik_predicted_class_CD66b	ilastik_probability_pos_CD66b	ilastik_probability_neg_CD66b	ilastik_user_label_CD8a	ilastik_predicted_class_CD8a	ilastik_probability_pos_CD8a	ilastik_probability_neg_CD8a	ilastik_user_label_HLADR	ilastik_predicted_class_HLADR	ilastik_probability_pos_HLADR	ilastik_probability_neg_HLADR	ilastik_user_label_Syk	ilastik_predicted_class_Syk	ilastik_probability_pos_Syk	ilastik_probability_neg_Syk
7680	out_of_focus	NA	1	1	2160	0.73678659	69.47887248	46.97642862	222.5929291	46.78842593	328.3319444	2745	52.44232467	1.479015637	22.9387093	1.324862559	0.213114754	0.053183972	1184	0.703944136	47.15698266	33.49349894	138.5391052	53.71875	329.0836149	1262	38.82673848	1.407944352	16.21037473	1.214549161	0.061806656	0.005291285	TRUE	tunica_adventitia	3160.618315	1056	0	0	segmentation_mask_immune	no_user_label	neg	0	1	no_user_label	neg	0.06	0.94	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1	no_user_label	neg	0.09	0.91	no_user_label	neg	0.1	0.9	no_user_label	neg	0.04	0.96	no_user_label	neg	0.22	0.78	no_user_label	neg	0.02	0.98	no_user_label	neg	0.43	0.57	no_user_label	neg	0.04	0.96	no_user_label	neg	0.01	0.99
2819	Not_assigned	NA	1	1	4064	0.882151131	109.4073144	51.52717279	309.5929291	1545.423474	6341.20251	5007	71.93361877	2.123293565	23.58459197	1.520948289	0.188336329	0.068314244	2920	0.926821566	100.0998115	37.58768371	238.2670273	1580.630479	6350.089041	3025	60.97425252	2.663101357	19.44218366	1.64167345	0.034710744	0.003182594	TRUE	tunica_adventitia	2681.648553	2003	0	0	segmentation_mask_immune	no_user_label	neg	0.03	0.97	no_user_label	neg	0.1	0.9	no_user_label	neg	0	1	no_user_label	neg	0.09	0.91	no_user_label	neg	0.1	0.9	no_user_label	neg	0.11	0.89	no_user_label	neg	0.06	0.94	no_user_label	pos	0.61	0.39	no_user_label	neg	0.03	0.97	no_user_label	neg	0.09	0.91	no_user_label	neg	0.16	0.84	no_user_label	neg	0	1
7856	out_of_focus	NA	1	1	2105	0.829592847	75.15832642	41.96606399	219.9238816	100.5002375	482.1824228	2421	51.77035099	1.790931035	22.97696612	1.451763895	0.130524577	0.027330115															FALSE	tunica_media	2998.175066	1200	0	0	segmentation_mask_immune	no_user_label	neg	0.01	0.99	no_user_label	neg	0.01	0.99	no_user_label	neg	0.21	0.79	no_user_label	neg	0.02	0.98	no_user_label	neg	0.08	0.92	no_user_label	neg	0.06	0.94	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.05	0.95	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1
368	out_of_focus	NA	1	1	1373	0.67967408	49.71990038	36.47025508	153.2253967	15.37072105	337.6941005	1473	41.81097816	1.363300045	17.09979767	1.189158986	0.067888663	0.021913735	762	0.657540576	36.20185716	27.27517187	109.8406204	17.8175853	338.17979	801	31.14817062	1.327282458	15.83328333	1.162246656	0.048689139	0.002645762	TRUE	tunica_adventitia	3159.769962	0	0	624	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0.05	0.95	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0.09	0.91	no_user_label	neg	0.1	0.9	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.05	0.95	no_user_label	neg	0.03	0.97	no_user_label	neg	0.01	0.99
8528	tissue_fold	NA	1	1	1011	0.655763418	44.19230851	33.36371026	147.6751442	936.677547	585.2433234	1197	35.87819923	1.324562172	21.57067084	1.23173151	0.155388471	0.048953491	693	0.678363612	34.88490986	25.6308625	103.0121933	934.1226551	590.0793651	728	29.70446102	1.361050954	15.31242709	1.174399692	0.048076923	0.002781108	TRUE	tunica_adventitia	2712.979766	4208	0	0	segmentation_mask_immune	no_user_label	neg	0	1	neg	neg	0.04	0.96	no_user_label	neg	0.34	0.66	no_user_label	neg	0.25	0.75	no_user_label	pos	0.52	0.48	no_user_label	neg	0.11	0.89	no_user_label	neg	0.05	0.95	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	pos	0.53	0.47	no_user_label	neg	0.18	0.82	no_user_label	neg	0.04	0.96
8752	tissue_fold	NA	1	1	2871	0.704279316	72.47623858	51.45254764	217.764502	1132.086033	399.8819227	3021	60.46048902	1.408603498	16.51737315	1.198737221	0.049652433	0.006322423	1879	0.66840369	56.9451562	42.35573318	169.8233765	1128.489622	409.7679617	1957	48.91234103	1.344449781	15.34857861	1.164228802	0.039856924	0.004787178	TRUE	tunica_adventitia	2862.898293	4992	0	0	segmentation_mask_immune	no_user_label	neg	0.05	0.95	pos	pos	0.92	0.08	neg	neg	0.14	0.86	pos	pos	0.96	0.04	neg	neg	0.21	0.79	no_user_label	neg	0.49	0.51	no_user_label	neg	0.05	0.95	no_user_label	neg	0	1	no_user_label	neg	0.03	0.97	pos	pos	0.88	0.12	neg	neg	0.07	0.93	no_user_label	neg	0.06	0.94
9781	Not_assigned	NA	1	1	2133	0.55063706	57.17640558	47.72770541	174.509668	3722.151899	3569.38631	2186	52.11352942	1.197970971	14.27736719	1.097150897	0.024245197	0.001304953	834	0.703384548	38.84243698	27.60957409	111.0538239	3721.202638	3569.280576	866	32.58652759	1.406846656	14.78771199	1.191978399	0.036951501	0.004765114	TRUE	intima	612.5634184	0	0	7797	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1	no_user_label	neg	0.07	0.93	no_user_label	neg	0.06	0.94	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	neg	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1
11493	Not_assigned	NA	1	1	2759	0.727648165	72.0969134	49.45491693	206.9655121	4031.771294	3703.949982	2846	59.26945169	1.457831049	15.52545241	1.216426192	0.03056922	0.004415298	1762	0.684704023	55.95272737	40.77953617	162.0954544	4026.968785	3705.257094	1817	47.36505123	1.372078562	14.91199566	1.181308284	0.030269675	0.002952025	TRUE	intima	946.9445172	0	0	9141	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0.17	0.83	no_user_label	neg	0.04	0.96	no_user_label	neg	0.19	0.81	no_user_label	neg	0.12	0.88	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	neg	neg	0.03	0.97	no_user_label	neg	0.02	0.98	no_user_label	neg	0.01	0.99
736	out_of_focus	CD271_C-REAL709	1	1	1284	0.907044739	64.07727739	26.9787286	162.8528137	65.67133956	497.6113707	1420	40.43314946	2.375103673	20.65501475	1.584770869	0.095774648	0.030829318	805	0.911675205	50.44050601	20.72658767	127.3969696	68.10062112	501.1565217	844	32.01496265	2.433613618	20.16147561	1.575529123	0.046208531	0.003383481	TRUE	tunica_media	2992.242029	0	0	800	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0.01	0.99	no_user_label	neg	0.09	0.91	no_user_label	neg	0.01	0.99	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.02	0.98	no_user_label	neg	0.05	0.95	no_user_label	neg	0.01	0.99
2515	Not_assigned	NA	1	1	3985	0.692159468	87.35678274	63.04928638	271.6223664	1224.539774	6366.047428	4594	71.23102966	1.385531665	18.51410537	1.226386635	0.132564214	0.043861907	3598	0.62944548	82.62274179	64.20155945	293.2203461	1228.407727	6362.709839	4301	67.68394109	1.286927335	23.89610099	1.220714108	0.16345036	0.045461891	TRUE	tunica_adventitia	2761.059521	1059	0	0	segmentation_mask_immune	no_user_label	neg	0.02	0.98	no_user_label	neg	0.11	0.89	no_user_label	neg	0	1	no_user_label	neg	0.19	0.81	no_user_label	neg	0.13	0.87	no_user_label	pos	0.51	0.49	no_user_label	neg	0.05	0.95	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	pos	0.64	0.36	no_user_label	neg	0.2	0.8	no_user_label	neg	0.26	0.74
8144	acquisition_bleaching	NA	1	1	1534	0.473566735	48.65381499	42.85223383	166.3969696	641.6147327	537.0026076	1838	44.19445057	1.135385735	18.04951206	1.100903266	0.165397171	0.08757304	733	0.771631309	38.67921199	24.60268874	108.8406204	637.4188267	536.6971351	775	30.54970681	1.572153856	16.16136515	1.26610747	0.054193548	0.004660163	TRUE	tunica_media	2825.503378	3280	0	0	segmentation_mask_immune	no_user_label	neg	0.02	0.98	no_user_label	pos	0.8	0.2	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	neg	neg	0.11	0.89	no_user_label	neg	0.04	0.96	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.04	0.96	no_user_label	neg	0.1	0.9	no_user_label	neg	0.33	0.67
2611	Not_assigned	NA	1	1	1460	0.862777427	63.44166811	32.07508797	172.2253967	1271.870548	6258.419863	1678	43.11530744	1.977910962	20.31615567	1.471441859	0.129916567	0.042613547	2333	0.927129684	93.65819543	35.09753242	231.0660172	1287.133733	6258.225461	2627	54.50199866	2.668512257	22.8853426	1.718435979	0.111914732	0.011947481	TRUE	tunica_adventitia	2645.656204	1299	0	0	segmentation_mask_immune	neg	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0.01	0.99	no_user_label	neg	0.03	0.97	no_user_label	neg	0.1	0.9	no_user_label	neg	0.01	0.99	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.14	0.86	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1
7616	out_of_focus	NA	1	1	3202	0.81266073	86.85935927	50.61617194	250.509668	40.83728919	443.7489069	3687	63.85070886	1.716039676	19.5987176	1.360350743	0.13154326	0.02477957	1000	0.457298491	38.09606325	33.87933454	121.2964646	57.195	448.996	1039	35.68248232	1.124463151	14.71283231	1.0676405	0.037536092	0.006047489	TRUE	tunica_media	3050.762853	896	0	0	segmentation_mask_immune	no_user_label	neg	0.01	0.99	no_user_label	neg	0.15	0.85	no_user_label	neg	0.09	0.91	no_user_label	neg	0.07	0.93	no_user_label	neg	0.14	0.86	no_user_label	neg	0.16	0.84	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.36	0.64	no_user_label	neg	0.3	0.7	no_user_label	pos	0.91	0.09
2419	Not_assigned	NA	1	1	1404	0.571525618	46.81424463	38.41503057	146.9533188	1070.564815	6299.774217	1441	42.28035384	1.218643951	15.38125207	1.107233984	0.025676613	0.004899895															FALSE	tunica_adventitia	2722.357731	691	0	0	segmentation_mask_immune	no_user_label	neg	0	1	no_user_label	neg	0.17	0.83	no_user_label	neg	0	1	no_user_label	neg	0.03	0.97	no_user_label	neg	0.01	0.99	no_user_label	neg	0.03	0.97	no_user_label	neg	0.02	0.98	pos	pos	0.95	0.05	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0	1	no_user_label	neg	0	1
8224	tissue_fold	NA	1	1	3860	0.700540473	84.74812563	60.47733638	266.2375901	774.4119171	597.3031088	4134	70.10495448	1.401320407	18.36333014	1.208874983	0.066279632	0.006725359	3019	0.821589989	85.6191216	48.80964997	251.2792206	778.2255714	601.3527658	3343	61.99927569	1.754143323	20.91462296	1.380969707	0.096918935	0.017878668	TRUE	tunica_media	2735.58032	3600	0	0	segmentation_mask_immune	no_user_label	neg	0.01	0.99	no_user_label	pos	0.73	0.27	neg	neg	0.04	0.96	no_user_label	neg	0.01	0.99	no_user_label	neg	0.13	0.87	no_user_label	neg	0.12	0.88	no_user_label	neg	0.04	0.96	no_user_label	neg	0	1	no_user_label	neg	0.03	0.97	no_user_label	pos	0.64	0.36	no_user_label	neg	0.11	0.89	no_user_label	pos	0.71	0.29
10389	Not_assigned	NA	1	1	3674	0.354330815	71.22536147	66.6042699	234.3502884	3799.046543	3573.643713	3781	68.39504432	1.069381311	14.94830095	1.041381904	0.028299392	0.005501582	1864	0.385674716	51.26370223	47.29767675	165.3380951	3799.492489	3573.523605	1916	48.71671696	1.083852437	14.66560391	1.052281546	0.027139875	0.000342149	TRUE	intima	680.2430754	0	0	8117	segmentation_mask_expanded_nucleus	no_user_label	neg	0.01	0.99	no_user_label	neg	0.01	0.99	no_user_label	neg	0.07	0.93	no_user_label	neg	0.02	0.98	no_user_label	neg	0.07	0.93	no_user_label	neg	0.09	0.91	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	neg	neg	0.26	0.74	no_user_label	neg	0.04	0.96	no_user_label	neg	0.01	0.99
8336	tissue_fold	NA	1	1	542	0.927385982	44.2154	16.54124299	115.3259018	814.3874539	606.797048	599	26.26967516	2.673039749	24.53886278	1.68313463	0.095158598	0.031698601															FALSE	tunica_media	2716.99011	3792	0	0	segmentation_mask_immune	no_user_label	neg	0	1	no_user_label	pos	0.65	0.35	no_user_label	neg	0.09	0.91	no_user_label	neg	0.28	0.72	no_user_label	neg	0.17	0.83	no_user_label	neg	0.17	0.83	no_user_label	neg	0.03	0.97	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	pos	0.72	0.28	no_user_label	neg	0.14	0.86	no_user_label	pos	0.69	0.31
3024	tissue_fold	NA	1	1	2469	0.68496481	65.99397516	48.08163647	192.4802307	718.891049	408.8307007	2557	56.06806966	1.372540121	15.00552419	1.177033123	0.03441533	0.004353398	1327	0.656828167	47.44560445	35.77589734	139.6396103	717.7814619	405.8703843	1366	41.10460894	1.326189082	14.69421309	1.15426483	0.028550512	0.000916363	TRUE	tunica_adventitia	2931.887531	0	0	2624	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0.07	0.93	neg	neg	0.01	0.99	neg	neg	0	1	neg	neg	0.1	0.9	no_user_label	pos	0.51	0.49	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.43	0.57	no_user_label	neg	0.01	0.99	no_user_label	neg	0.09	0.91
123	Not_assigned	NA	1	1	661	0.797904193	38.3558292	23.12029123	106.9116882	4173.565809	6408.016641	706	29.01053841	1.658968255	17.29214687	1.322134345	0.063739377	0.00096768	532	0.572946418	30.38250322	24.9012817	97.254834	4161.860902	6406.781955	580	26.02620675	1.220118048	17.77914048	1.167381152	0.082758621	0.010959481	TRUE	lamina_elastica	3311.016585	0	0	315	segmentation_mask_expanded_nucleus	no_user_label	neg	0	1	no_user_label	neg	0.01	0.99	no_user_label	neg	0.02	0.98	no_user_label	neg	0.02	0.98	no_user_label	neg	0.11	0.89	no_user_label	neg	0	1	no_user_label	neg	0.02	0.98	no_user_label	neg	0	1	no_user_label	neg	0	1	no_user_label	neg	0.12	0.88	no_user_label	neg	0.05	0.95	no_user_label	neg	0.01	0.99
